GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; For rent,Margin of Error; For rent,"Estimate; Rented, not occupied","Margin of Error; Rented, not occupied",Estimate; For sale only,Margin of Error; For sale only,"Estimate; Sold, not occupied","Margin of Error; Sold, not occupied","Estimate; For seasonal, recreational, or occasional use","Margin of Error; For seasonal, recreational, or occasional use",Estimate; For migrant workers,Margin of Error; For migrant workers,Estimate; Other vacant,Margin of Error; Other vacant
1400000US47037010101,47037010101,"Census Tract 101.01, Davidson County, Tennessee",119,106,0,127,0,127,63,81,0,127,0,127,0,127,56,70
1400000US47037010102,47037010102,"Census Tract 101.02, Davidson County, Tennessee",146,117,0,127,0,127,47,56,0,127,0,127,0,127,99,107
1400000US47037010200,47037010200,"Census Tract 102, Davidson County, Tennessee",71,70,0,127,0,127,56,67,0,127,0,127,0,127,15,22
1400000US47037010301,47037010301,"Census Tract 103.01, Davidson County, Tennessee",76,70,0,127,0,127,0,127,0,127,0,127,0,127,76,70
1400000US47037010302,47037010302,"Census Tract 103.02, Davidson County, Tennessee",377,185,232,167,0,127,89,104,0,127,14,23,0,127,42,66
1400000US47037010401,47037010401,"Census Tract 104.01, Davidson County, Tennessee",232,131,109,88,25,41,0,127,40,45,0,127,0,127,58,65
1400000US47037010402,47037010402,"Census Tract 104.02, Davidson County, Tennessee",261,112,233,104,0,127,0,127,0,127,0,127,0,127,28,45
1400000US47037010501,47037010501,"Census Tract 105.01, Davidson County, Tennessee",263,147,41,63,0,127,0,127,79,86,41,66,0,127,102,98
1400000US47037010502,47037010502,"Census Tract 105.02, Davidson County, Tennessee",221,103,20,33,0,127,57,60,25,38,26,41,0,127,93,69
1400000US47037010600,47037010600,"Census Tract 106, Davidson County, Tennessee",371,160,129,113,82,88,80,88,0,127,0,127,0,127,80,87
1400000US47037010701,47037010701,"Census Tract 107.01, Davidson County, Tennessee",362,150,124,80,45,50,62,59,0,127,0,127,0,127,131,146
1400000US47037010702,47037010702,"Census Tract 107.02, Davidson County, Tennessee",400,153,292,142,48,56,26,43,0,127,26,42,0,127,8,14
1400000US47037010801,47037010801,"Census Tract 108.01, Davidson County, Tennessee",174,132,135,117,0,127,0,127,0,127,0,127,39,61,0,127
