GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - For rent,Margin of Error; Total: - For rent,"Estimate; Total: - Rented, not occupied","Margin of Error; Total: - Rented, not occupied",Estimate; Total: - For sale only,Margin of Error; Total: - For sale only,"Estimate; Total: - Sold, not occupied","Margin of Error; Total: - Sold, not occupied","Estimate; Total: - For seasonal, recreational, or occasional use","Margin of Error; Total: - For seasonal, recreational, or occasional use",Estimate; Total: - For migrant workers,Margin of Error; Total: - For migrant workers,Estimate; Total: - Other vacant,Margin of Error; Total: - Other vacant
1400000US47037015804,47037015804,"Census Tract 158.04, Davidson County, Tennessee",47,51,0,12,0,12,7,11,0,12,0,12,0,12,40,50
1400000US47037015900,47037015900,"Census Tract 159, Davidson County, Tennessee",160,86,139,79,0,12,0,12,0,12,0,12,0,12,21,35
1400000US47037016000,47037016000,"Census Tract 160, Davidson County, Tennessee",83,38,54,32,0,12,0,12,8,12,0,12,0,12,21,21
1400000US47037016100,47037016100,"Census Tract 161, Davidson County, Tennessee",132,77,17,28,37,42,19,32,0,12,0,12,0,12,59,64
1400000US47037016200,47037016200,"Census Tract 162, Davidson County, Tennessee",288,120,189,105,32,49,0,12,0,12,0,12,0,12,67,56
1400000US47037016300,47037016300,"Census Tract 163, Davidson County, Tennessee",152,80,26,35,33,40,0,12,0,12,19,31,0,12,74,54
1400000US47037016400,47037016400,"Census Tract 164, Davidson County, Tennessee",236,110,40,42,53,57,0,12,0,12,88,71,0,12,55,60
1400000US47037016500,47037016500,"Census Tract 165, Davidson County, Tennessee",58,38,35,28,0,12,0,12,0,12,12,19,0,12,11,18
1400000US47037016600,47037016600,"Census Tract 166, Davidson County, Tennessee",310,112,34,40,9,14,110,85,32,42,42,45,0,12,83,74
1400000US47037016700,47037016700,"Census Tract 167, Davidson County, Tennessee",438,157,39,64,79,87,42,68,54,77,103,97,0,17,121,110
1400000US47037016800,47037016800,"Census Tract 168, Davidson County, Tennessee",185,111,0,12,62,72,0,12,0,12,13,22,0,12,110,94
1400000US47037016900,47037016900,"Census Tract 169, Davidson County, Tennessee",113,103,0,12,74,84,39,63,0,12,0,12,0,12,0,12
1400000US47037017000,47037017000,"Census Tract 170, Davidson County, Tennessee",28,46,0,12,0,12,27,44,0,12,0,12,0,12,1,13
1400000US47037017100,47037017100,"Census Tract 171, Davidson County, Tennessee",134,92,0,12,13,15,41,59,50,73,7,11,0,12,23,20
1400000US47037017200,47037017200,"Census Tract 172, Davidson County, Tennessee",123,54,0,12,33,38,15,18,6,9,0,12,0,12,69,49
1400000US47037017300,47037017300,"Census Tract 173, Davidson County, Tennessee",123,73,58,58,0,12,0,12,19,30,0,12,0,12,46,49
1400000US47037017401,47037017401,"Census Tract 174.01, Davidson County, Tennessee",76,56,40,43,0,12,8,14,0,12,0,12,0,12,28,33
1400000US47037017402,47037017402,"Census Tract 174.02, Davidson County, Tennessee",333,181,112,103,44,69,0,17,53,78,13,22,37,59,74,81
1400000US47037017500,47037017500,"Census Tract 175, Davidson County, Tennessee",143,81,63,57,0,12,0,12,0,12,31,46,0,12,49,56
1400000US47037017701,47037017701,"Census Tract 177.01, Davidson County, Tennessee",54,67,0,12,0,12,11,13,0,12,43,67,0,12,0,12
1400000US47037017702,47037017702,"Census Tract 177.02, Davidson County, Tennessee",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
