GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
1400000US47037014200,47037014200,"Census Tract 142, Davidson County, Tennessee",153,60,83,52,0,12,10,15,0,12,0,12,0,12,60,52
1400000US47037014300,47037014300,"Census Tract 143, Davidson County, Tennessee",215,71,68,48,0,12,0,12,7,10,0,12,0,12,140,56
1400000US47037014400,47037014400,"Census Tract 144, Davidson County, Tennessee",107,52,31,35,15,19,0,12,0,12,0,12,0,12,61,39
1400000US47037014800,47037014800,"Census Tract 148, Davidson County, Tennessee",142,86,91,73,10,16,0,12,0,12,19,31,0,12,22,33
1400000US47037015100,47037015100,"Census Tract 151, Davidson County, Tennessee",103,80,0,12,0,12,26,40,0,12,0,12,0,12,77,70
1400000US47037015200,47037015200,"Census Tract 152, Davidson County, Tennessee",88,72,34,36,0,12,20,32,0,12,0,12,0,12,34,54
1400000US47037015300,47037015300,"Census Tract 153, Davidson County, Tennessee",121,115,0,17,0,17,0,17,42,65,0,17,0,17,79,93
1400000US47037015401,47037015401,"Census Tract 154.01, Davidson County, Tennessee",176,98,45,70,0,17,69,78,29,45,0,17,0,17,33,49
1400000US47037015402,47037015402,"Census Tract 154.02, Davidson County, Tennessee",110,87,56,58,0,12,54,59,0,12,0,12,0,12,0,12
1400000US47037015404,47037015404,"Census Tract 154.04, Davidson County, Tennessee",223,85,200,79,0,12,23,38,0,12,0,12,0,12,0,12
1400000US47037015405,47037015405,"Census Tract 154.05, Davidson County, Tennessee",198,95,29,43,0,12,63,70,24,40,0,12,0,12,82,75
1400000US47037015501,47037015501,"Census Tract 155.01, Davidson County, Tennessee",79,76,0,12,31,50,0,12,34,53,0,12,0,12,14,21
1400000US47037015502,47037015502,"Census Tract 155.02, Davidson County, Tennessee",116,82,87,71,0,12,6,9,23,35,0,12,0,12,0,12
1400000US47037015609,47037015609,"Census Tract 156.09, Davidson County, Tennessee",214,117,167,104,0,12,0,12,0,12,47,52,0,12,0,12
1400000US47037015610,47037015610,"Census Tract 156.10, Davidson County, Tennessee",327,183,169,130,123,115,12,21,0,17,0,17,0,17,23,39
1400000US47037015612,47037015612,"Census Tract 156.12, Davidson County, Tennessee",321,165,149,116,93,101,0,17,0,17,79,87,0,17,0,17
1400000US47037015613,47037015613,"Census Tract 156.13, Davidson County, Tennessee",233,121,123,88,0,17,41,55,0,17,10,17,0,17,59,66
1400000US47037015614,47037015614,"Census Tract 156.14, Davidson County, Tennessee",173,91,0,12,0,12,16,25,0,12,27,36,20,33,110,72
1400000US47037015615,47037015615,"Census Tract 156.15, Davidson County, Tennessee",112,81,6,16,0,12,14,25,0,12,0,12,0,12,92,74
1400000US47037015617,47037015617,"Census Tract 156.17, Davidson County, Tennessee",75,62,0,12,0,12,24,37,9,14,0,12,0,12,42,53
1400000US47037015618,47037015618,"Census Tract 156.18, Davidson County, Tennessee",205,138,0,17,29,43,0,17,34,54,0,17,0,17,142,119
1400000US47037015619,47037015619,"Census Tract 156.19, Davidson County, Tennessee",160,100,0,12,0,12,85,79,0,12,0,12,0,12,75,71
1400000US47037015620,47037015620,"Census Tract 156.20, Davidson County, Tennessee",130,105,8,15,9,15,37,59,0,17,0,17,0,17,76,92
1400000US47037015622,47037015622,"Census Tract 156.22, Davidson County, Tennessee",91,65,42,61,0,12,24,30,0,12,0,12,0,12,25,41
1400000US47037015623,47037015623,"Census Tract 156.23, Davidson County, Tennessee",89,92,51,69,38,61,0,17,0,17,0,17,0,17,0,17
1400000US47037015624,47037015624,"Census Tract 156.24, Davidson County, Tennessee",239,155,87,90,0,12,13,21,0,12,70,109,0,12,69,108
1400000US47037015625,47037015625,"Census Tract 156.25, Davidson County, Tennessee",230,135,0,12,58,66,109,117,0,12,63,69,0,12,0,12
1400000US47037015626,47037015626,"Census Tract 156.26, Davidson County, Tennessee",102,69,23,37,0,17,43,50,26,42,0,17,0,17,10,16
1400000US47037015627,47037015627,"Census Tract 156.27, Davidson County, Tennessee",34,41,0,12,0,12,0,12,0,12,0,12,0,12,34,41
1400000US47037015628,47037015628,"Census Tract 156.28, Davidson County, Tennessee",101,87,34,46,29,48,38,61,0,12,0,12,0,12,0,12
1400000US47037015629,47037015629,"Census Tract 156.29, Davidson County, Tennessee",302,210,206,156,0,12,0,12,0,12,50,86,0,12,46,75
1400000US47037015630,47037015630,"Census Tract 156.30, Davidson County, Tennessee",75,67,21,26,0,12,27,45,27,44,0,12,0,12,0,12
1400000US47037015631,47037015631,"Census Tract 156.31, Davidson County, Tennessee",176,128,0,17,0,17,42,69,0,17,0,17,0,17,134,110
1400000US47037015700,47037015700,"Census Tract 157, Davidson County, Tennessee",30,32,14,22,0,12,0,12,0,12,16,26,0,12,0,12
1400000US47037015802,47037015802,"Census Tract 158.02, Davidson County, Tennessee",373,142,283,125,61,67,0,17,29,48,0,17,0,17,0,17
1400000US47037015803,47037015803,"Census Tract 158.03, Davidson County, Tennessee",414,109,359,116,46,52,0,12,0,12,0,12,0,12,9,14
1400000US47037015804,47037015804,"Census Tract 158.04, Davidson County, Tennessee",47,53,0,12,0,12,7,11,0,12,0,12,0,12,40,51
1400000US47037015900,47037015900,"Census Tract 159, Davidson County, Tennessee",213,112,179,102,23,38,11,17,0,12,0,12,0,12,0,12
1400000US47037016000,47037016000,"Census Tract 160, Davidson County, Tennessee",94,48,64,41,0,12,0,12,8,12,17,30,0,12,5,9
1400000US47037016100,47037016100,"Census Tract 161, Davidson County, Tennessee",49,54,15,23,0,12,0,12,0,12,0,12,0,12,34,52
1400000US47037016200,47037016200,"Census Tract 162, Davidson County, Tennessee",242,105,147,102,24,39,0,12,0,12,0,12,0,12,71,51
1400000US47037016300,47037016300,"Census Tract 163, Davidson County, Tennessee",28,23,0,12,10,17,0,12,0,12,0,12,0,12,18,22
1400000US47037016400,47037016400,"Census Tract 164, Davidson County, Tennessee",237,107,71,80,50,58,0,12,0,12,56,55,0,12,60,67
1400000US47037016500,47037016500,"Census Tract 165, Davidson County, Tennessee",70,51,8,2,42,46,0,17,0,17,11,18,0,17,9,16
1400000US47037016600,47037016600,"Census Tract 166, Davidson County, Tennessee",338,119,80,77,7,11,128,95,21,32,36,43,0,12,66,70
1400000US47037016700,47037016700,"Census Tract 167, Davidson County, Tennessee",362,165,79,86,82,94,42,66,37,57,40,65,0,17,82,91
1400000US47037016800,47037016800,"Census Tract 168, Davidson County, Tennessee",226,117,37,60,37,58,0,12,0,12,14,22,0,12,138,111
1400000US47037016900,47037016900,"Census Tract 169, Davidson County, Tennessee",171,133,0,12,73,85,56,80,0,12,42,68,0,12,0,12
1400000US47037017000,47037017000,"Census Tract 170, Davidson County, Tennessee",1,12,0,12,0,12,0,12,0,12,0,12,0,12,1,12
1400000US47037017100,47037017100,"Census Tract 171, Davidson County, Tennessee",89,68,0,12,0,12,65,68,0,12,5,10,0,12,19,19
1400000US47037017200,47037017200,"Census Tract 172, Davidson County, Tennessee",101,45,0,12,29,34,16,18,6,9,2,4,0,12,48,38
1400000US47037017300,47037017300,"Census Tract 173, Davidson County, Tennessee",166,90,64,63,0,12,0,12,23,37,26,42,0,12,53,60
1400000US47037017401,47037017401,"Census Tract 174.01, Davidson County, Tennessee",105,69,51,57,0,12,11,19,0,12,0,12,0,12,43,49
1400000US47037017402,47037017402,"Census Tract 174.02, Davidson County, Tennessee",411,152,244,136,75,85,0,17,0,17,0,17,37,59,55,73
1400000US47037017500,47037017500,"Census Tract 175, Davidson County, Tennessee",178,114,82,78,0,12,28,42,0,12,16,27,0,12,52,57
1400000US47037017701,47037017701,"Census Tract 177.01, Davidson County, Tennessee",39,54,0,12,0,12,0,12,0,12,39,54,0,12,0,12
1400000US47037017702,47037017702,"Census Tract 177.02, Davidson County, Tennessee",36,59,36,59,0,12,0,12,0,12,0,12,0,12,0,12
1400000US47037017800,47037017800,"Census Tract 178, Davidson County, Tennessee",386,177,122,101,11,19,112,99,14,21,37,61,0,17,90,86
1400000US47037017901,47037017901,"Census Tract 179.01, Davidson County, Tennessee",252,104,115,90,33,55,45,56,33,53,0,12,0,12,26,29
1400000US47037017902,47037017902,"Census Tract 179.02, Davidson County, Tennessee",183,134,136,124,0,12,47,73,0,12,0,12,0,12,0,12
1400000US47037018000,47037018000,"Census Tract 180, Davidson County, Tennessee",418,158,36,59,0,12,108,98,37,60,76,85,0,12,161,114
1400000US47037018101,47037018101,"Census Tract 181.01, Davidson County, Tennessee",177,133,103,91,33,52,0,12,0,12,0,12,0,12,41,65
1400000US47037018102,47037018102,"Census Tract 181.02, Davidson County, Tennessee",205,108,29,46,22,34,36,47,28,44,27,43,0,12,63,62
1400000US47037018201,47037018201,"Census Tract 182.01, Davidson County, Tennessee",91,67,49,53,0,12,0,12,0,12,42,49,0,12,0,12
1400000US47037018202,47037018202,"Census Tract 182.02, Davidson County, Tennessee",288,152,173,126,26,42,0,17,0,17,89,82,0,17,0,17
1400000US47037018203,47037018203,"Census Tract 182.03, Davidson County, Tennessee",26,33,26,33,0,12,0,12,0,12,0,12,0,12,0,12
1400000US47037018301,47037018301,"Census Tract 183.01, Davidson County, Tennessee",390,207,134,113,0,17,101,110,30,48,60,77,0,17,65,79
1400000US47037018302,47037018302,"Census Tract 183.02, Davidson County, Tennessee",31,39,0,12,0,12,20,36,0,12,11,19,0,12,0,12
1400000US47037018401,47037018401,"Census Tract 184.01, Davidson County, Tennessee",396,158,171,121,104,92,33,52,0,17,71,83,0,17,17,28
1400000US47037018404,47037018404,"Census Tract 184.04, Davidson County, Tennessee",155,120,101,92,0,12,0,12,0,12,0,12,0,12,54,81
1400000US47037018405,47037018405,"Census Tract 184.05, Davidson County, Tennessee",71,57,0,17,0,17,60,62,0,17,0,17,0,17,11,17
1400000US47037018407,47037018407,"Census Tract 184.07, Davidson County, Tennessee",38,39,0,12,0,12,0,12,0,12,0,12,0,12,38,39
1400000US47037018408,47037018408,"Census Tract 184.08, Davidson County, Tennessee",38,47,0,12,0,12,38,47,0,12,0,12,0,12,0,12
1400000US47037018409,47037018409,"Census Tract 184.09, Davidson County, Tennessee",158,85,0,12,0,12,99,88,0,12,19,30,0,12,40,47
1400000US47037018410,47037018410,"Census Tract 184.10, Davidson County, Tennessee",180,123,46,72,45,70,47,73,0,12,0,12,0,12,42,52
1400000US47037018500,47037018500,"Census Tract 185, Davidson County, Tennessee",127,80,0,17,0,17,61,69,47,40,6,9,0,17,13,21
1400000US47037018601,47037018601,"Census Tract 186.01, Davidson County, Tennessee",63,42,0,12,0,12,14,22,0,12,20,28,0,12,29,36
1400000US47037018602,47037018602,"Census Tract 186.02, Davidson County, Tennessee",33,52,0,12,0,12,33,52,0,12,0,12,0,12,0,12
1400000US47037018700,47037018700,"Census Tract 187, Davidson County, Tennessee",31,36,0,12,0,12,0,12,0,12,9,15,0,12,22,33
1400000US47037018801,47037018801,"Census Tract 188.01, Davidson County, Tennessee",140,111,76,82,0,17,64,83,0,17,0,17,0,17,0,17
1400000US47037018803,47037018803,"Census Tract 188.03, Davidson County, Tennessee",126,74,21,37,71,76,0,12,0,12,34,54,0,12,0,12
1400000US47037018804,47037018804,"Census Tract 188.04, Davidson County, Tennessee",14,22,0,17,0,17,0,17,0,17,0,17,0,17,14,22
1400000US47037018901,47037018901,"Census Tract 189.01, Davidson County, Tennessee",225,83,73,45,0,12,48,54,0,12,9,15,0,12,95,68
1400000US47037018902,47037018902,"Census Tract 189.02, Davidson County, Tennessee",101,67,21,33,0,12,8,13,21,33,0,12,0,12,51,54
1400000US47037018904,47037018904,"Census Tract 189.04, Davidson County, Tennessee",107,72,86,61,0,12,21,33,0,12,0,12,0,12,0,12
1400000US47037018905,47037018905,"Census Tract 189.05, Davidson County, Tennessee",242,143,145,126,0,12,51,82,0,12,0,12,0,12,46,73
1400000US47037019003,47037019003,"Census Tract 190.03, Davidson County, Tennessee",164,94,56,60,24,38,0,12,0,12,23,38,0,12,61,57
1400000US47037019004,47037019004,"Census Tract 190.04, Davidson County, Tennessee",222,87,76,59,46,52,23,36,0,12,22,35,0,12,55,37
1400000US47037019005,47037019005,"Census Tract 190.05, Davidson County, Tennessee",328,132,214,114,66,67,0,12,0,12,27,43,0,12,21,36
1400000US47037019006,47037019006,"Census Tract 190.06, Davidson County, Tennessee",169,102,66,73,0,17,21,32,0,17,0,17,0,17,82,75
1400000US47037019105,47037019105,"Census Tract 191.05, Davidson County, Tennessee",222,127,129,111,0,17,63,69,0,17,30,47,0,17,0,17
1400000US47037019106,47037019106,"Census Tract 191.06, Davidson County, Tennessee",165,87,54,59,23,34,55,62,0,12,33,42,0,12,0,12
1400000US47037019108,47037019108,"Census Tract 191.08, Davidson County, Tennessee",145,77,84,64,25,38,0,12,0,12,10,16,20,33,6,14
1400000US47037019109,47037019109,"Census Tract 191.09, Davidson County, Tennessee",247,122,98,80,0,12,54,61,0,12,0,12,0,12,95,72
1400000US47037019110,47037019110,"Census Tract 191.10, Davidson County, Tennessee",129,88,41,65,0,12,44,48,0,12,0,12,0,12,44,48
1400000US47037019111,47037019111,"Census Tract 191.11, Davidson County, Tennessee",162,89,96,67,18,28,0,12,0,12,0,12,0,12,48,46
1400000US47037019112,47037019112,"Census Tract 191.12, Davidson County, Tennessee",66,50,15,24,0,12,29,34,0,12,0,12,0,12,22,36
1400000US47037019114,47037019114,"Census Tract 191.14, Davidson County, Tennessee",293,115,20,32,0,17,111,81,22,35,70,54,0,17,70,40
1400000US47037019115,47037019115,"Census Tract 191.15, Davidson County, Tennessee",25,22,0,12,0,12,10,17,0,12,8,13,0,12,7,12
1400000US47037019116,47037019116,"Census Tract 191.16, Davidson County, Tennessee",276,148,109,97,39,62,52,64,0,17,76,85,0,17,0,17
1400000US47037019117,47037019117,"Census Tract 191.17, Davidson County, Tennessee",38,49,30,47,0,12,0,12,0,12,8,13,0,12,0,12
1400000US47037019118,47037019118,"Census Tract 191.18, Davidson County, Tennessee",253,118,149,113,87,79,0,17,0,17,17,27,0,17,0,17
1400000US47037019200,47037019200,"Census Tract 192, Davidson County, Tennessee",158,100,135,96,0,12,0,12,23,36,0,12,0,12,0,12
1400000US47037019300,47037019300,"Census Tract 193, Davidson County, Tennessee",126,91,33,48,0,12,0,12,0,12,0,12,0,12,93,82
1400000US47037019400,47037019400,"Census Tract 194, Davidson County, Tennessee",453,149,116,75,39,43,25,39,82,67,0,12,0,12,191,91
1400000US47037019500,47037019500,"Census Tract 195, Davidson County, Tennessee",1084,192,297,140,63,71,176,101,25,40,336,142,0,12,187,96
1400000US47037019600,47037019600,"Census Tract 196, Davidson County, Tennessee",315,102,90,68,0,12,26,41,14,22,0,12,18,29,167,83
1400000US47037980100,47037980100,"Census Tract 9801, Davidson County, Tennessee",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US47037980200,47037980200,"Census Tract 9802, Davidson County, Tennessee",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
